is_parallel_safe,trip_count,nesting_depth,flops_per_iter,total_flops,memory_footprint_bytes,arithmetic_intensity,data_reuse_ratio,coalescing_efficiency,stride_regularity,branch_divergence_count,has_reduction,hw_type_code,bus_bandwidth_gbps,peak_tflops,unified_memory,t_cpu_ms,t_gpu_ms,speedup,is_profitable
1.0,256.0,2.0,10.0,2560.0,3072.0,0.8333333333333334,3.0,0.8,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.007314285714285714,0.01228,0.5956258724988367,0
1.0,1024.0,2.0,10.0,10240.0,12288.0,0.8333333333333334,3.0,0.8,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.029257142857142857,0.01956,1.4957639497516797,1
1.0,4096.0,2.0,10.0,40960.0,49152.0,0.8333333333333334,3.0,0.8,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.11702857142857143,0.0258,4.535991140642303,1
1.0,16384.0,2.0,10.0,163840.0,196608.0,0.8333333333333334,3.0,0.8,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.4681142857142857,0.0458,10.220835932626326,1
1.0,65536.0,2.0,10.0,655360.0,786432.0,0.8333333333333334,3.0,0.8,0.5,0.0,0.0,0.0,89.6,2.66,1.0,1.8724571428571428,0.449,4.170283168946866,1
1.0,262144.0,2.0,10.0,2621440.0,3145728.0,0.8333333333333334,3.0,0.8,0.5,0.0,0.0,0.0,89.6,2.66,1.0,7.489828571428571,1.32108,5.66947389365411,1
1.0,1024.0,1.0,1.0,1024.0,12288.0,0.08333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.0258,0.03875968992248062,0
1.0,1024.0,1.0,1.0,1024.0,12288.0,0.08333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02348,0.04258943781942078,0
1.0,1024.0,1.0,1.0,1024.0,12288.0,0.08333333333333333,1.0,0.5,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.021640000000000003,0.046210720887245836,0
1.0,1024.0,1.0,1.0,1024.0,12288.0,0.08333333333333333,1.0,0.5,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.021439999999999997,0.04664179104477613,0
1.0,1024.0,1.0,1.0,1024.0,12288.0,0.08333333333333333,1.0,0.25,0.25,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02156,0.0463821892393321,0
1.0,1024.0,1.0,1.0,1024.0,12288.0,0.08333333333333333,1.0,0.25,0.25,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.0216,0.046296296296296294,0
1.0,1024.0,1.0,2.0,2048.0,12288.0,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02244,0.044563279857397504,0
1.0,1024.0,1.0,2.0,2048.0,12288.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.021800000000000003,0.04587155963302752,0
1.0,1024.0,1.0,2.0,2048.0,12288.0,0.16666666666666666,1.0,0.5,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02164,0.04621072088724584,0
1.0,1024.0,1.0,2.0,2048.0,12288.0,0.16666666666666666,1.0,0.5,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02156,0.0463821892393321,0
1.0,1024.0,1.0,2.0,2048.0,12288.0,0.16666666666666666,1.0,0.25,0.25,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.021840000000000002,0.045787545787545784,0
1.0,1024.0,1.0,2.0,2048.0,12288.0,0.16666666666666666,1.0,0.25,0.25,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02156,0.0463821892393321,0
1.0,1024.0,1.0,4.0,4096.0,12288.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02064,0.04844961240310078,0
1.0,1024.0,1.0,4.0,4096.0,12288.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.0212,0.04716981132075472,0
1.0,1024.0,1.0,4.0,4096.0,12288.0,0.3333333333333333,1.0,0.5,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.0214,0.04672897196261683,0
1.0,1024.0,1.0,4.0,4096.0,12288.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02144,0.04664179104477612,0
1.0,1024.0,1.0,4.0,4096.0,12288.0,0.3333333333333333,1.0,0.25,0.25,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02132,0.04690431519699813,0
1.0,1024.0,1.0,4.0,4096.0,12288.0,0.3333333333333333,1.0,0.25,0.25,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.022000000000000002,0.04545454545454545,0
1.0,1024.0,1.0,8.0,8192.0,12288.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02232,0.044802867383512544,0
1.0,1024.0,1.0,8.0,8192.0,12288.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02044,0.048923679060665366,0
1.0,1024.0,1.0,8.0,8192.0,12288.0,0.6666666666666666,1.0,0.5,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.02456,0.04071661237785017,0
1.0,1024.0,1.0,8.0,8192.0,12288.0,0.6666666666666666,1.0,0.5,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.01876,0.05330490405117271,0
1.0,1024.0,1.0,8.0,8192.0,12288.0,0.6666666666666666,1.0,0.25,0.25,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.01916,0.05219206680584551,0
1.0,1024.0,1.0,8.0,8192.0,12288.0,0.6666666666666666,1.0,0.25,0.25,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.01904,0.052521008403361345,0
1.0,1024.0,1.0,16.0,16384.0,12288.0,1.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,0.001,0.019639999999999998,0.050916496945010194,0
1.0,1024.0,1.0,16.0,16384.0,12288.0,1.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,89.6,2.66,1.0,0.001,0.01832,0.05458515283842795,0
